Date,Outbound Post,Total Engagements (SUM),Post Likes And Reactions (SUM),Post Comments (SUM),Post Shares (SUM),Post Reach (SUM),Estimated Clicks (SUM)
2025-01-24,"Link In Bio To Participate: The Marine and Family Programs Division is conducting a survey on Marines’ awareness of current lethal means safety programs, preferences for safety devices and locations, and considerations for LMS messaging specific to Marine Corps culture. The survey will close on January 31, 2025. Participation should take no more than 15 minutes. No names, contact information, or any other personally identifiable information will be collected in the survey.",1,1,0,0,276,0
2025-01-24,"You’re Cordially Invited to Our Valentine's Tea Party! 

Bring your sweetheart—whether it’s a stuffy, action figure, doll, or another special companion—and join us for a delightful tea party experience!

Sweet Details:
Dress up in your fanciest tea outfit
Enjoy classic music as we sip on “tea”
Share a special story time with your sweetheart
Craft a secret Valentine’s card for mom and dad (shh…it’s a surprise!)
Open to all authorized patrons – CHILDREN of ALL AGES!
We can’t wait to see you and your sweethearts for a memorable Valentine’s celebration!

Register here: https://mccs-info.com/40m69vT",1,1,0,0,62,0
2025-01-24,"You’re Cordially Invited to Our Valentine's Tea Party! 

Bring your sweetheart—whether it’s a stuffy, action figure, doll, or another special companion—and join us for a delightful tea party experience!

Sweet Details:
Dress up in your fanciest tea outfit
Enjoy classic music as we sip on “tea”
Share a special story time with your sweetheart
Craft a secret Valentine’s card for mom and dad (shh…it’s a surprise!)
Open to all authorized patrons – CHILDREN of ALL AGES!
We can’t wait to see you and your sweethearts for a memorable Valentine’s celebration!

Register here: https://mccs-info.com/40m69vT",0,0,0,0,22,0
2025-01-24,"You’re Cordially Invited to Our Valentine's Tea Party! 

Bring your sweetheart—whether it’s a stuffy, action figure, doll, or another special companion—and join us for a delightful tea party experience!

Sweet Details:
Dress up in your fanciest tea outfit
Enjoy classic music as we sip on “tea”
Share a special story time with your sweetheart
Craft a secret Valentine’s card for mom and dad (shh…it’s a surprise!)
Open to all authorized patrons – CHILDREN of ALL AGES!
We can’t wait to see you and your sweethearts for a memorable Valentine’s celebration!

Register here: https://mccs-info.com/40m69vT",14,9,2,3,1148,0
2025-01-24,"Are You a Military Spouse Ready to Make a Difference?

Become a L.I.N.K.S. Mentor and empower Marine Corps and Navy families to navigate military life with confidence!

Through this training, you’ll gain the tools to support fellow spouses on key topics like:
Military history and traditions
Understanding benefits
Tips for moving and relocation
Managing deployments
Volunteer your time, connect with others, and make a lasting impact.
Sign up today and start making a difference! https://mccs-info.com/4hfHQ8B

Open to all Authorized Patrons.",4,4,0,0,330,0
2025-01-24,"Interested in having dinner with your new Marine's Drill Instructors? Want to find out all the fun stories from recruit training straight from the source? Make your reservation at https://mccs-sc.ticketspice.com/command-dinner

Details:
📍 Lyceum - 18 Tripoli Street
🕓 Command Reception : 4:00 PM - 4:30 PM
🕓 Family Day Command Dinner: 4:30 PM - 6:30 PM",26,23,1,2,3757,0
2025-01-24,Download the Parris Island Family Day App before you arrive! https://mccs-info.com/3LyxcvQ,15,11,0,4,3418,0
2025-01-24,"Are You a Military Spouse Ready to Make a Difference?

Become a L.I.N.K.S. Mentor and empower Marine Corps and Navy families to navigate military life with confidence!

Through this training, you’ll gain the tools to support fellow spouses on key topics like:
Military history and traditions
Understanding benefits
Tips for moving and relocation
Managing deployments
Volunteer your time, connect with others, and make a lasting impact.
Click the link in our bio to register! 

Open to all Authorized Patrons. ",2,2,0,0,68,0
2025-01-24,"Are you looking for a comfortable and relaxing hotel while you're visiting Parris Island? What are you waiting for?! Call the Inns of the Corps OR Irby's Inn and book your room today!

For helpful travel information visit https://southcarolina.usmc-mccs.org/recruit-families/travel-accommodations",19,15,1,3,3982,0
2025-01-24,"Connect, learn, and thrive at our Exceptional Connections workshop! Hosted by the Exceptional Family Member Program (EFMP), this workshop allows parents to network with local experts, caseworkers, and fellow military families, while kids make connections of their own. Find our next workshop at http://ms.spr.ly/6184UMY4y.
#mccs #efmp #militaryfamilies",19,16,0,3,6008,34
2025-01-24,"Connect, learn, and thrive at our Exceptional Connections workshop! This workshop allows parents and children to network with local experts, caseworkers, and fellow military families. Find our next session at https://lejeunenewriver.usmc-mccs.org/marine-family-support/military-family-life/exceptional-family-member-program.",0,0,0,0,286,6
2025-01-24,"Want a place to watch Super Bowl LIX 2025? We’ve got you covered. 

Enjoy the game at Club Iwakuni with a continental breakfast. 
The Hornet’s Nest is ready for game day for our single and unaccompanied service members.  🏈

We’re ready for Monday Morning football. Are you?
#clubiwakuni #hornetsnest #smpiwakuni #superbowllvix2025",6,5,1,0,1191,0
2025-01-24,"Ready for an adventure? Come with us to Shimonoseki & Moji! Experience the wonders of Kaikyokan Aquarium, Akama Shrine, and ""Haikara't Yokocho"" amusement park. Savor fresh seafood at Karato Fish Market and walk through the Kanmon Pedestrian Undersea Tunnel to Mojiko Retro District.
Registration is available in person at IT&T.
https://iwakuni.usmc-mccs.org/kanmon-tunnel-shimonoseki-trip
#ittiwakuni",3,3,0,0,225,0
2025-01-24,This message has no text.,0,0,0,0,0,0
2025-01-24,"Visit our social media and website to stay updated on all things MCCS!
Facebook: https://www.facebook.com/mccsokinawa/
Instagram: https://www.instagram.com/mccsoki/
Website: https://www.okinawa.usmc-mccs.org/",5,2,0,3,0,0
2025-01-24,"The Iwakuni Friendship Flea Market is back for 2025! Vendors, make sure to register early to secure your spot! 🛍️ 

We hope to see you at the first flea market of the year.
https://iwakuni.usmc-mccs.org/friendship-flea-market
#IwakuniFriendshipFleaMarket",38,34,2,2,1735,0
2025-01-24,"Want to network and enjoy some relaxed conversation? Join us on Camp Hansen for coffee or tea at our February 4th, L.I.N.K.S Cuppa conversation. Meet & greet our new L.I.N.K.S trainer, Alicia Bowman, Scan QR code to register or click the link. https://www.okinawa.usmc-mccs.org/marine-family-support/military-family-life/marine-corps-family-team-building",2,1,0,1,350,0
2025-01-24,"⛳ Ready to take a swing at improving your golf game? The ""GAP"" program at Taiyo Golf Club gives you unlimited range balls and weekly clinics with Taiyo's Professional Staff every Wednesday from 5 to 6 p.m. Whether you're perfecting your drive or learning course strategies, we've got you covered! 🏌️‍♀️🏌️‍♂️ Check out our website for pricing information! www.okinawa.usmc-mccs.org/golf",10,9,0,1,1558,0
2025-01-24,This message has no text.,0,0,0,0,2003,0
2025-01-24,This message has no text.,0,0,0,0,2003,0
2025-01-24,This message has no text.,0,0,0,0,2003,0
2025-01-24,"Ryukyu Golden Kings February tickets are ON SALE 🏀🏃💨

Experience the electrifying atmosphere and cheer on Okinawa's home team !✨

We have tickets for the following matches:
• February 5 ( Wednesday) are Emperor's Cup Quarterfinals

• February 8 (Saturday) & 9 (Sunday) vs. Shibuya

Ticket prices :
Arena S: $38
Arena A: $34
Balcony Front: $21

For more information and to check ticket availability, please call us at 098-971-3502 ! 
🌐 https://www.okinawa.usmc-mccs.org/dining-entertainment/tours/local-attractions-tickets",5,3,0,2,455,0
2025-01-24,"🍓 Strawberry Season is HERE! 🍓
Are you having trouble reserving your spot for strawberry picking? 🧑🏼‍🌾

Want to avoid the stress of traffic and parking?🚍

Join Tours+ and go to a strawberry picking farm where you can eat all you can eat strawberries for 40 minutes. You can also purchase packed strawberries, strawberry cakes, and parfaits at the adjacent cafe! 😋🍰

🗓️Date : Sunday, February 16, 2025
Time: 09:00 am - 01:00 pm
Price: Adult : $43, Child : (7-12) $30, (2-6) $18, 
(1 & under), Free

For more information and sign up:
📞098-971-3502
🌐 ",1,1,0,0,396,0
2025-01-24,"Celebrating an Anniversary? Birthday? Girls night? 💃🍷🌹

West Marine Dinner Cruises are perfect for any occasion! 🚢✨

Select your preferred date and indulge in a delicious meal from the diverse menu.
Let us handle the rest! 🥳

For more information: 

https://www.okinawa.usmc-mccs.org/dining-entertainment/tours/local-attractions-tickets

To make a reservation, please visit our offices: 
Office hours ⏰
Foster  /  Mon - Sat  /  10 am - 6 pm
Hansen  /  Mon - Fri  / 9am - 5 pm 
Schwab  / Tue, Thu  / 10 am - 6pm",0,0,0,0,0,0
2025-01-24,"Under the radiance of moonlight, celebrate Sakura (Cherry Blossoms) at the Nakijin Castle Ruins🌙🌸

Enjoy family fun festival food, cultural dances, a parade and more beneath the clouds of freshly bloomed cherry blossoms! 🌸 🌸

Date: Saturday, February 1  
Time: 15:00- 21:00 
Price: Adult $31   
Child : (13-17) $23    (7-12) $20  ( 3-5)$3 
              (2 &under) Free 

Limited spots available! Book your enchanting evening now.✨
For more information and sigh up: 
📞098-971-3502
🌐 ",0,0,0,0,0,0
2025-01-24,This message has no text.,0,0,0,0,0,0
2025-01-24,Can’t wait to watch Warbird Thunder Airshows in the sky April 12-13!,62,55,3,4,1305,0
2025-01-24,This message has no text.,70,63,3,4,1480,0
2025-01-24,"In honor of 250 Years of USMC Legacy, we're giving away $250 eGiftcards with 25 chances to win in 2025!

Enter to Win, explore events and read about our history, online:🔗  http://ms.spr.ly/6184U8g7r",39,33,4,2,2363,0
2025-01-24,"In honor of 250 Years of USMC Legacy, we're giving away $250 eGiftcards with 25 chances to win in 2025!

Enter to Win, explore events and read about our history.  Link 🔗 in bio.",18,15,0,3,557,0
2025-01-24,"Update: 
We are working hard to reopen! 
If you are a snowbird with us - or have an arrival today - Guest Services will reach out to you soon!",13,10,1,2,3032,0
2025-01-24,"Attention Friends and Families of New Marines!

We invite you to join your new Marine during the Family Meet & Greet Dinner hosted every Wednesday from 3:00-7:00 PM before Boot Camp Graduation at MCRD San Diego! This special evening will be an unforgettable opportunity to share a meal with your Marine and meet their Drill Instructors.

🎟️ 𝗧𝗶𝗰𝗸𝗲𝘁𝘀 𝗮𝗿𝗲 𝗹𝗶𝗺𝗶𝘁𝗲𝗱 and available on a first-come, first-served basis— don’t wait to secure your spot!

For more information or to purchase tickets, visit: https://sandiego.usmc-mccs.org/recruit-families/family-meet-and-greet-dinner

#newmarine #marinegraduation #mcrdsandiego #meetandgreet #mcrd",620,563,33,24,37957,0
2025-01-24,"Sit & Paint on Feb 6: Join us for dinner, instructor-led painting and fun for the whole family! RSVP by Jan 28 to secure your spot at plmssap@usmc.mil or by calling 760-830-6376.

More info: https://www.facebook.com/events/1028997232369502/

Please note: Location has been moved to Education Center, Bldg. 1530.",2,2,0,0,375,0
2025-01-24,"Happy New Year, Welcome back!
The 1st CG's Cup Event of 40 Events.

Ladies and Gentlemen, your 2025 CG's Cup Intramural Sports Points Standings to include the Singles Racquetball Tournament.

The CG's Cup Division Leaders are:
Division I: 1st CRR
Division II: 1st LAR BN
Division III: DPC/ RSU- West

Our next event is the Singles Paddleball Tournament at the 11 Area, Paige Field House on 29 January 2025 (Wednesday). For more information, please contact Mr. Eddie Bolanos at 760-725-6806.",0,0,0,0,200,0
2025-01-24,This message has no text.,0,0,0,0,0,0
2025-01-24,This message has no text.,0,0,0,0,100,0
2025-01-24,This message has no text.,0,0,0,0,100,0
2025-01-24,"Congratulations to Wednesday's CG's Cup Singles Racquetball Tournament finalists!

1st Place- GySgt Kazmierczak (I MEF)
2nd Place- LCpl Gutierrez (1st LAR BN)
3rd Place- LtCol Manzanedo (1st CRR)

We had a great turnout at the Racquetball Tournament. The final count was 71 competitors. We had 12 different units competing and 11 Commanding Officers, 13 SgtMaj/ Top enlisted representatives in support.",9,9,0,0,381,0
2025-01-24,This message has no text.,0,0,0,0,39,0
2025-01-24,This message has no text.,0,0,0,0,39,0
2025-01-24,This message has no text.,0,0,0,0,39,0
2025-01-24,This message has no text.,0,0,0,0,39,0
2025-01-24,This message has no text.,0,0,0,0,39,0
2025-01-24,This message has no text.,0,0,0,0,39,0
2025-01-24,This message has no text.,0,0,0,0,39,0
2025-01-24,This message has no text.,0,0,0,0,39,0
2025-01-24,This message has no text.,0,0,0,0,39,0
2025-01-24,This message has no text.,0,0,0,0,39,0
2025-01-24,"🎬✨ Join us for a Movie Matinee! ✨🎬

Come watch Harold and the Purple Crayon at the Seaside Square  Library this afternoon! 

🖍️ Inside his book, adventurous Harold can make anything come to life just by drawing it. But when he grows up and draws himself off the pages and into the real world, he quickly learns that his trusty crayon can lead to more hilarious hijinks than he ever imagined! When the power of unlimited imagination falls into the wrong hands, Harold will need all of his creativity to save both the real world and his own.

📅 Date: TODAY!! Friday, January 24th
⏰ Time: 2pm
📍 Location: Seaside Square Library

This is a free, family-friendly event—perfect for kids and adults alike!

We can’t wait to see you there! 😄",1,1,0,0,314,0
